player_id,player_name,last_rank,last_rank_points,last_age,last_height,overall_elo,hand,career_matches,career_win_rate,recent_win_rate,hard_surface_win_rate,hard_surface_elo,clay_surface_win_rate,clay_surface_elo,grass_surface_win_rate,grass_surface_elo,carpet_surface_win_rate,carpet_surface_elo,unknown_surface_win_rate,unknown_surface_elo
102882,Mark Philippoussis,117.0,381.0,29.8,196.0,1661.4335860252845,R,236,0.576271186440678,0.6,0.5694444444444444,1501.064767491408,0.4375,1554.1949781401024,0.7021276595744681,1688.2830551166492,0.5384615384615384,1525.1784890509225,0.0,1500.0
101185,Mark Woodforde,126.0,314.0,34.4,188.0,1460.7739503603261,L,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1460.886687203763,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
105831,Marko Djokovic,878.0,12.0,20.6,0.0,1445.6868356082825,R,4,0.0,0.0,0.0,1477.8661410645432,0.0,1468.7079729253699,0.0,1500.0,0.0,1500.0,0.0,1500.0
106311,Marko Tepavac,201.0,270.0,22.8,0.0,1491.5179366633306,R,1,0.0,0.0,0.0,1490.7454460018887,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
102959,Marko Tkalec,330.0,108.0,31.3,178.0,1592.8931129752802,R,29,0.6551724137931034,0.7,0.5,1517.3867673130817,0.8125,1620.4738475923891,1.0,1516.0,0.0,1469.2466585709942,0.0,1500.0
209916,Marko Topo,320.0,165.0,20.5,185.0,1443.4236211448294,R,5,0.0,0.0,0.0,1500.0,0.0,1435.7999288128785,0.0,1500.0,0.0,1500.0,0.0,1500.0
109737,Markos Kalovelonis,690.0,34.0,19.8,191.0,1513.8506603990813,R,2,0.5,0.5,0.0,1500.0,0.0,1492.3168395462724,0.0,1500.0,1.0,1516.0,0.0,1500.0
105436,Markus Eriksson,280.0,155.0,29.7,188.0,1495.92930248043,R,13,0.38461538461538464,0.4,0.5,1515.8841827584336,0.2,1467.1803931161728,0.0,1500.0,0.0,1500.0,0.0,1500.0
103082,Markus Hantschk,177.0,201.0,26.1,188.0,1397.4493803058467,R,60,0.4,0.2,0.34615384615384615,1421.3999927548311,0.4666666666666667,1466.6334135078478,0.25,1468.0662547399324,0.0,1500.0,0.0,1500.0
103182,Markus Hipfl,9999.0,0.0,27.2,178.0,1455.1719108678922,R,89,0.43820224719101125,0.3,0.35,1459.7426181134726,0.47692307692307695,1468.8920934225928,0.25,1471.2028576063126,0.0,1500.0,0.0,1500.0
123814,Markus Kerner,1343.0,3.0,18.3,0.0,1483.9296850224548,R,1,0.0,0.0,0.0,1500.0,0.0,1484.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
104947,Marsel Ilhan,571.0,51.0,33.5,191.0,1488.1702524942841,R,89,0.33707865168539325,0.3,0.38461538461538464,1535.3040191296768,0.25,1426.765540191591,0.2727272727272727,1445.2205484273288,0.5,1500.7928504291242,0.0,1500.0
103630,Martijn Van Haasteren,9999.0,0.0,30.8,0.0,1482.8420827275547,R,7,0.42857142857142855,0.42857142857142855,0.75,1533.2172656767655,0.0,1456.3807399123743,0.0,1500.0,0.0,1500.0,0.0,1500.0
104651,Martin Alund,131.0,430.0,28.1,183.0,1557.1953742523935,R,17,0.4117647058823529,0.3,0.0,1500.0,0.4375,1549.8803104363756,0.0,1492.225306428484,0.0,1500.0,0.0,1500.0
209225,Martin Antonio Vergara Del Puerto,9999.0,0.0,19.7,0.0,1480.1059273473945,U,3,0.3333333333333333,0.3333333333333333,0.0,1500.0,0.3333333333333333,1479.7852264978726,0.0,1500.0,0.0,1500.0,0.0,1500.0
105899,Martin Cuevas,404.0,105.0,30.6,191.0,1396.5240459972506,R,24,0.20833333333333334,0.3,0.16666666666666666,1450.1815424713598,0.2222222222222222,1413.6985861170303,0.0,1500.0,0.0,1500.0,0.0,1500.0
102093,Martin Damm,204.0,296.0,20.4,203.0,1513.0294543369841,L,2,0.5,0.5,0.5,1508.8418921941498,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
210013,Martin Damm Sr,9999.0,0.0,29.5,188.0,1422.4132948456559,R,41,0.3902439024390244,0.2,0.3333333333333333,1431.6520658007412,0.375,1477.1644614678676,0.5,1495.8469033256147,0.0,1500.0,0.0,1500.0
104465,Martin Emmrich,994.0,7.0,25.4,183.0,1492.7202672075052,L,1,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,1489.6210179284012,0.0,1500.0,0.0,1500.0
104770,Martin Fischer,335.0,133.0,28.7,180.0,1416.3579301493776,R,25,0.2,0.3,0.3333333333333333,1481.7459244394354,0.08333333333333333,1401.957729811029,0.25,1475.8860221537493,0.0,1500.0,0.0,1500.0
102984,Martin Garcia,9999.0,0.0,25.1,190.0,1458.2606747770387,R,3,0.0,0.0,0.0,1500.0,0.0,1468.736306793522,0.0,1486.5713784119291,0.0,1500.0,0.0,1500.0
105373,Martin Klizan,150.0,419.0,31.3,191.0,1559.6839550444631,L,282,0.5,0.1,0.4647887323943662,1575.43988453881,0.568,1617.1011556448786,0.26666666666666666,1442.0850045476989,0.0,1500.0,0.0,1500.0
211776,Martin Landaluce,9999.0,0.0,16.7,191.0,1494.915358316268,R,1,0.0,0.0,0.0,1494.296660864462,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
212021,Martin Landaluce,322.0,160.0,18.2,191.0,1465.0059064196803,R,6,0.16666666666666666,0.16666666666666666,0.5,1505.5488428663225,0.0,1446.051322185855,0.0,1500.0,0.0,1500.0,0.0,1500.0
103114,Martin Lee,252.0,149.0,28.4,180.0,1410.7459108225953,L,51,0.3333333333333333,0.3,0.1875,1412.2573196681642,0.25,1454.2568957487852,0.44,1479.688751617371,0.5,1499.263693206478,0.0,1500.0
